PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;1;28079004_1_38;2017;10;19;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00003;V;00004;V;00005;V;00005;V;00003;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V
28;079;4;1;28079004_1_38;2017;10;20;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00003;V;00004;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00005;V;00002;V
28;079;4;1;28079004_1_38;2017;10;21;00003;V;00004;V;00001;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;1;28079004_1_38;2017;10;22;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00005;V;00002;V
28;079;4;1;28079004_1_38;2017;10;23;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00005;V;00007;V;00006;V;00005;V;00004;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00006;V;00013;V;00011;V;00009;V;00006;V
28;079;4;1;28079004_1_38;2017;10;24;00005;V;00003;V;00002;V;00002;V;00002;V;00002;V;00003;V;00008;V;00010;V;00010;V;00010;V;00009;V;00003;V;00002;V;00001;V;00002;V;00002;V;00002;V;00002;V;00004;V;00009;V;00011;V;00009;V;00006;V
28;079;4;1;28079004_1_38;2017;10;25;00005;V;00004;V;00004;V;00003;V;00002;V;00003;V;00003;V;00006;V;00009;V;00013;V;00013;V;00008;V;00004;V;00003;V;00003;V;00003;V;00002;V;00002;V;00005;V;00018;V;00018;V;00012;V;00009;V;00006;V
28;079;4;1;28079004_1_38;2017;10;26;00005;V;00004;V;00003;V;00003;V;00003;V;00002;V;00003;V;00006;V;00009;V;00014;V;00012;V;00013;V;00005;V;00004;V;00003;V;00003;V;00003;V;00003;V;00006;V;00023;V;00024;V;00013;V;00011;V;00008;V
28;079;4;1;28079004_1_38;2017;10;27;00006;V;00004;V;00004;V;00003;V;00003;V;00002;V;00003;V;00007;V;00011;V;00015;V;00013;V;00010;V;00007;V;00005;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V
28;079;4;1;28079004_1_38;2017;10;28;00001;V;00002;V;00004;V;00003;V;00002;V;00002;V;00003;V;00003;V;00003;V;00006;V;00007;V;00002;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00007;V;00007;V;00005;V
28;079;4;1;28079004_1_38;2017;10;29;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00008;V;00006;V;00005;V;00003;V
28;079;4;1;28079004_1_38;2017;10;30;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00005;V;00008;V;00004;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00006;V;00002;V;00001;V;00001;V
28;079;4;1;28079004_1_38;2017;10;31;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00009;V;00007;V;00006;V;00005;V
28;079;4;6;28079004_6_48;2017;10;01;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;02;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.7;V;001.0;V;001.0;V;000.7;V;000.6;V;000.6;V;000.4;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.7;V;000.9;V;000.9;V;000.7;V
28;079;4;6;28079004_6_48;2017;10;03;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.7;V;000.9;V;001.1;V;000.7;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;001.0;V;001.3;V;001.2;V;000.9;V
28;079;4;6;28079004_6_48;2017;10;04;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.8;V;000.9;V;001.1;V;001.1;V
28;079;4;6;28079004_6_48;2017;10;05;001.0;V;000.7;V;000.5;V;000.4;V;000.4;V;000.4;V;000.5;V;000.7;V;001.0;V;001.1;V;000.9;V;000.7;V;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.6;V;000.8;V;000.8;V;000.9;V
28;079;4;6;28079004_6_48;2017;10;06;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.9;V;000.9;V;001.1;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2017;10;07;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.7;V;001.1;V;000.7;V;000.7;V
28;079;4;6;28079004_6_48;2017;10;08;000.8;V;000.8;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.4;V;000.8;V;000.9;V;000.9;V;000.9;V
28;079;4;6;28079004_6_48;2017;10;09;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.7;V;000.7;V;001.2;V;001.1;V;000.7;V;005.7;N;000.5;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.7;V;001.1;V;001.4;V;001.3;V;001.1;V
28;079;4;6;28079004_6_48;2017;10;10;000.8;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.7;V;001.1;V;001.2;V;001.2;V;000.7;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.9;V;001.1;V;001.6;V;001.4;V;001.2;V
28;079;4;6;28079004_6_48;2017;10;11;000.9;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.5;V;000.8;V;001.1;V;001.2;V;001.2;V;001.0;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;001.1;V;001.1;V;001.3;V;001.4;V;001.5;V
28;079;4;6;28079004_6_48;2017;10;12;001.4;V;001.1;V;000.8;V;000.6;V;000.5;V;000.5;V;000.5;V;000.6;V;000.6;V;000.6;V;000.7;V;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.7;V;001.7;V;002.2;V;001.8;V;001.4;V;001.1;V
28;079;4;6;28079004_6_48;2017;10;13;000.8;V;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.7;V;001.0;V;001.1;V;001.2;V;000.8;V;000.6;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.7;V;001.1;V;001.1;V;001.1;V
28;079;4;6;28079004_6_48;2017;10;14;001.0;V;000.7;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.7;V;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;001.2;V;001.7;V;001.2;V;001.2;V
28;079;4;6;28079004_6_48;2017;10;15;001.0;V;000.8;V;000.7;V;000.7;V;000.6;V;000.5;V;000.5;V;000.5;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.6;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;16;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.5;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.7;V;001.0;V;001.0;V;001.2;V;001.0;V
28;079;4;6;28079004_6_48;2017;10;17;000.8;V;000.6;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;18;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;19;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.7;V;000.7;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;20;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.6;V;000.7;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;001.1;V;001.1;V;000.7;V
28;079;4;6;28079004_6_48;2017;10;21;001.1;V;001.2;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;22;000.5;V;000.5;V;000.4;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;001.0;V;000.8;V;000.5;V
28;079;4;6;28079004_6_48;2017;10;23;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.7;V;000.8;V;000.8;V;000.7;V;000.6;N;000.6;V;000.5;V;000.4;V;000.4;V;000.5;V;000.4;V;000.6;V;000.9;V;001.8;V;001.4;V;001.4;V;000.9;V
28;079;4;6;28079004_6_48;2017;10;24;000.7;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.8;V;000.9;V;001.0;V;001.0;V;000.9;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.8;V;001.6;V;001.9;V;001.4;V;001.0;V
28;079;4;6;28079004_6_48;2017;10;25;000.8;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.7;V;000.9;V;001.3;V;001.5;V;001.0;V;000.7;V;000.6;V;000.5;V;000.6;V;000.4;V;000.4;V;000.9;V;002.9;V;003.2;V;002.0;V;001.5;V;001.1;V
28;079;4;6;28079004_6_48;2017;10;26;000.9;V;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.7;V;001.0;V;001.5;V;001.4;V;001.6;V;000.7;V;000.6;V;000.6;V;000.5;V;000.4;V;000.5;V;000.9;V;003.3;V;003.8;V;002.3;V;001.7;V;001.3;V
28;079;4;6;28079004_6_48;2017;10;27;001.0;V;000.7;V;000.6;V;000.5;V;000.5;V;000.4;V;000.5;V;000.9;V;001.1;V;001.6;V;001.4;V;001.2;V;000.9;V;000.7;V;000.7;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;28;000.4;V;000.6;V;000.7;V;000.5;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.6;V;000.7;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.6;V;000.8;V;001.1;V;001.1;V;000.8;V
28;079;4;6;28079004_6_48;2017;10;29;000.4;V;000.5;V;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.8;V;001.1;V;000.9;V;000.8;V;000.6;V
28;079;4;6;28079004_6_48;2017;10;30;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.7;V;000.8;V;001.0;V;000.6;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.8;V;001.2;V;000.5;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2017;10;31;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.6;V;000.5;V;000.5;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.7;V;001.0;V;001.5;V;001.1;V;001.0;V;000.9;V
28;079;4;7;28079004_7_8;2017;10;01;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00030;V;00020;V;00005;V;00006;V;00013;V;00040;V;00023;V;00011;V;00012;V;00011;V;00028;V;00024;V;00020;V;00026;V;00017;V;00005;V
28;079;4;7;28079004_7_8;2017;10;02;00018;V;00016;V;00031;V;00010;V;00011;V;00014;V;00042;V;00075;V;00144;V;00234;V;00224;V;00126;N;00067;V;00052;V;00022;V;00013;V;00008;V;00004;V;00016;V;00024;V;00069;V;00091;V;00102;V;00094;V
28;079;4;7;28079004_7_8;2017;10;03;00072;V;00053;V;00047;V;00037;V;00025;V;00032;V;00060;V;00145;V;00201;V;00239;V;00120;V;00058;V;00023;V;00017;V;00011;V;00008;V;00006;V;00004;V;00004;V;00019;V;00107;V;00141;V;00146;V;00098;V
28;079;4;7;28079004_7_8;2017;10;04;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00012;V;00035;V;00049;V;00031;V;00037;V;00024;V;00017;V;00013;V;00008;V;00003;V;00003;V;00005;V;00022;V;00067;V;00079;V;00107;V;00116;V
28;079;4;7;28079004_7_8;2017;10;05;00123;V;00087;V;00033;V;00026;V;00024;V;00034;V;00064;V;00124;V;00216;V;00220;V;00152;V;00081;V;00044;V;00027;V;00013;V;00006;V;00003;V;00001;V;00002;V;00010;V;00037;V;00069;V;00053;V;00101;V
28;079;4;7;28079004_7_8;2017;10;06;00005;V;00001;V;00001;V;00017;V;00005;V;00010;V;00042;V;00085;V;00184;V;00186;V;00048;V;00033;V;00057;V;00047;V;00028;V;00018;V;00018;V;00012;V;00018;V;00014;V;00017;V;00010;V;00008;V;00002;V
28;079;4;7;28079004_7_8;2017;10;07;00002;V;00002;V;00001;V;00002;V;00002;V;00001;V;00006;V;00001;V;00027;V;00048;V;00005;V;00007;V;00013;V;00024;V;00023;V;00015;V;00008;V;00014;V;00032;V;00036;V;00099;V;00207;V;00115;V;00102;V
28;079;4;7;28079004_7_8;2017;10;08;00102;V;00120;V;00084;V;00044;V;00028;V;00029;V;00022;V;00034;V;00039;V;00113;V;00107;V;00027;V;00005;V;00004;V;00002;V;00002;V;00001;V;00002;V;00002;V;00004;V;00041;V;00072;V;00098;V;00106;V
28;079;4;7;28079004_7_8;2017;10;09;00064;V;00048;V;00028;V;00010;V;00007;V;00008;V;00034;V;00133;V;00161;V;00257;V;00244;V;00110;V;00040;V;00021;V;00006;V;00007;V;00005;V;00003;V;00006;V;00046;V;00119;V;00214;V;00177;V;00179;V
28;079;4;7;28079004_7_8;2017;10;10;00105;V;00042;V;00020;V;00010;V;00004;V;00027;V;00062;V;00159;V;00304;V;00292;V;00294;V;00123;V;00050;V;00031;V;00012;V;00009;V;00004;V;00002;V;00003;V;00063;V;00096;V;00190;V;00196;V;00173;V
28;079;4;7;28079004_7_8;2017;10;11;00118;V;00091;V;00062;V;00046;V;00022;V;00024;V;00053;V;00132;V;00238;V;00271;V;00274;V;00163;V;00060;V;00026;V;00012;V;00008;V;00002;V;00002;V;00003;V;00088;V;00102;V;00133;V;00168;V;00216;V
28;079;4;7;28079004_7_8;2017;10;12;00186;V;00146;V;00087;V;00049;V;00036;V;00025;V;00025;V;00056;V;00091;V;00077;V;00091;V;00068;V;00009;V;00008;V;00002;V;00001;V;00001;V;00001;V;00043;V;00259;V;00350;V;00275;V;00196;V;00132;V
28;079;4;7;28079004_7_8;2017;10;13;00081;V;00056;V;00034;V;00037;V;00025;V;00016;V;00041;V;00101;V;00183;V;00228;V;00216;V;00114;V;00045;V;00019;V;00006;V;00004;V;00001;V;00002;V;00002;V;00023;V;00061;V;00131;V;00152;V;00164;V
28;079;4;7;28079004_7_8;2017;10;14;00146;V;00100;V;00080;V;00069;V;00050;V;00031;V;00039;V;00055;V;00062;V;00118;V;00131;V;00054;V;00026;V;00007;V;00002;V;00001;V;00001;V;00001;V;00005;V;00031;V;00189;V;00306;V;00188;V;00185;V
28;079;4;7;28079004_7_8;2017;10;15;00131;V;00115;V;00097;V;00085;V;00069;V;00056;V;00035;V;00035;V;00088;V;00111;V;00069;V;00008;V;00006;V;00003;V;00002;V;00001;V;00002;V;00003;V;00002;V;00036;V;00033;V;00007;V;00006;V;00003;V
28;079;4;7;28079004_7_8;2017;10;16;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00005;V;00007;V;00020;V;00024;V;00015;V;00015;V;00011;V;00008;V;00006;V;00003;V;00002;V;00002;V;00044;V;00099;V;00108;V;00150;V;00122;V
28;079;4;7;28079004_7_8;2017;10;17;00078;V;00052;V;00029;V;00015;V;00001;V;00003;V;00002;V;00008;V;00015;V;00027;V;00027;V;00017;V;00024;V;00019;V;00002;V;00003;V;00002;V;00002;V;00009;V;00010;V;00010;V;00010;V;00011;V;00013;V
28;079;4;7;28079004_7_8;2017;10;18;00019;V;00011;V;00002;V;00001;V;00001;V;00001;V;00006;V;00008;V;00018;V;00043;V;00031;V;00014;V;00014;V;00010;V;00007;V;00008;V;00006;V;00004;V;00002;V;00005;V;00003;V;00001;V;00003;V;00003;V
28;079;4;7;28079004_7_8;2017;10;19;00005;V;00008;V;00018;V;00012;V;00024;V;00017;V;00014;V;00037;V;00087;V;00096;V;00111;V;00045;V;00048;V;00022;V;00008;V;00006;V;00010;V;00004;V;00010;V;00008;V;00014;V;00015;V;00006;V;00004;V
28;079;4;7;28079004_7_8;2017;10;20;00002;V;00003;V;00001;V;00005;V;00002;V;00002;V;00007;V;00021;V;00063;V;00076;V;00090;V;00058;V;00027;V;00011;V;00011;V;00006;V;00005;V;00004;V;00004;V;00010;V;00037;V;00112;V;00149;V;00057;V
28;079;4;7;28079004_7_8;2017;10;21;00098;V;00108;V;00028;V;00037;V;00050;V;00031;V;00038;V;00056;V;00053;V;00059;V;00033;V;00011;V;00009;V;00007;V;00006;V;00002;V;00004;V;00009;V;00014;V;00014;V;00017;V;00022;V;00010;V;00006;V
28;079;4;7;28079004_7_8;2017;10;22;00014;V;00020;V;00005;V;00022;V;00018;V;00026;V;00009;V;00004;V;00017;V;00043;V;00048;V;00007;V;00007;V;00006;V;00004;V;00003;V;00002;V;00005;V;00011;V;00012;V;00025;V;00110;V;00116;V;00050;V
28;079;4;7;28079004_7_8;2017;10;23;00027;V;00010;V;00005;V;00006;V;00012;V;00014;V;00040;V;00128;V;00174;V;00160;V;00119;V;00087;N;00048;V;00030;V;00021;V;00014;V;00023;V;00016;V;00037;V;00103;V;00283;V;00241;V;00237;V;00135;V
28;079;4;7;28079004_7_8;2017;10;24;00109;V;00071;V;00044;V;00025;V;00027;V;00033;V;00050;V;00203;V;00258;V;00279;V;00252;V;00209;V;00059;V;00025;V;00020;V;00027;V;00019;V;00023;V;00017;V;00089;V;00219;V;00282;V;00226;V;00158;V
28;079;4;7;28079004_7_8;2017;10;25;00119;V;00103;V;00098;V;00070;V;00049;V;00060;V;00062;V;00145;V;00230;V;00334;V;00356;V;00191;V;00076;V;00051;V;00032;V;00042;V;00014;V;00015;V;00099;V;00483;V;00481;V;00318;V;00256;V;00160;V
28;079;4;7;28079004_7_8;2017;10;26;00123;V;00098;V;00065;V;00072;V;00056;V;00045;V;00073;V;00150;V;00227;V;00379;V;00324;V;00347;V;00098;V;00055;V;00036;V;00029;V;00008;V;00022;V;00075;V;00503;V;00616;V;00358;V;00293;V;00203;V
28;079;4;7;28079004_7_8;2017;10;27;00145;V;00101;V;00081;V;00053;V;00063;V;00028;V;00052;V;00174;V;00275;V;00407;V;00341;V;00255;V;00141;V;00092;V;00070;V;00017;V;00008;V;00012;V;00011;V;00013;V;00013;V;00013;V;00034;V;00016;V
