PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;4;6;28079004_6_48;2018;03;10;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;11;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;12;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;13;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.5;V
28;079;4;6;28079004_6_48;2018;03;14;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.5;V;000.6;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;15;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;16;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;17;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;18;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;19;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;20;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;21;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;22;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V
28;079;4;6;28079004_6_48;2018;03;23;000.7;V;000.6;V;000.6;V;000.5;V;000.5;V;000.4;V;000.4;V;000.5;V;000.6;V;000.7;V;000.6;V;000.7;V;000.4;V;000.3;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;24;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;25;000.3;V;000.3;V;000.0;N;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;4;6;28079004_6_48;2018;03;26;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.7;V;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V
28;079;4;6;28079004_6_48;2018;03;27;000.5;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.5;V;000.5;V;000.7;V;000.6;V
28;079;4;6;28079004_6_48;2018;03;28;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.7;V;000.8;V;001.0;V;000.8;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;29;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;30;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;4;6;28079004_6_48;2018;03;31;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;4;7;28079004_7_8;2018;03;01;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00013;V;00018;V;00018;V;00012;V;00010;V;00007;V;00006;V;00003;V;00002;V;00002;V;00004;V;00003;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;02;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00011;V;00045;V;00052;V;00026;V;00018;V;00028;V;00027;V;00028;V;00039;V;00037;V;00027;V;00055;V;00080;V;00096;V;00040;V;00003;V;00001;V
28;079;4;7;28079004_7_8;2018;03;03;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00016;V;00014;V;00009;V;00008;V;00003;V
28;079;4;7;28079004_7_8;2018;03;04;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00005;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;05;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00008;V;00018;V;00008;V;00012;V;00007;V;00006;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;06;00001;V;00001;V;00001;V;00001;V;00009;V;00002;V;00001;V;00003;V;00005;V;00011;V;00019;V;00018;V;00005;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00003;V;00005;V;00011;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;07;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00002;V;00015;V;00010;V;00010;V;00004;V;00002;V;00002;V;00002;V;00001;V;00001;V;00002;V;00002;V;00012;V;00021;V;00019;V;00011;V;00010;V
28;079;4;7;28079004_7_8;2018;03;08;00016;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00010;V;00023;V;00020;V;00018;V;00010;V;00007;V;00009;V;00004;V;00002;V;00002;V;00001;V;00003;V;00021;V;00025;V;00019;V;00019;V
28;079;4;7;28079004_7_8;2018;03;09;00028;V;00028;V;00021;V;00017;V;00005;V;00003;V;00001;V;00013;V;00037;V;00045;V;00034;V;00018;V;00014;V;00020;V;00022;V;00015;V;00010;V;00018;V;00018;V;00009;V;00007;V;00004;V;00003;V;00003;V
28;079;4;7;28079004_7_8;2018;03;10;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00003;V;00006;V;00005;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00007;V;00015;V;00013;V;00011;V;00002;V
28;079;4;7;28079004_7_8;2018;03;11;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;12;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00004;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;13;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00003;V;00024;V;00026;V;00028;V;00013;V;00008;V;00004;V;00003;V;00003;V;00002;V;00002;V;00002;V;00003;V;00003;V;00012;V;00011;V;00011;V;00007;V
28;079;4;7;28079004_7_8;2018;03;14;00002;V;00001;V;00002;V;00001;V;00001;V;00003;V;00042;V;00103;V;00062;V;00045;V;00071;V;00049;V;00016;V;00011;V;00008;V;00004;V;00003;V;00003;V;00004;V;00006;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;15;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00005;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;16;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00002;V;00002;V;00003;V;00002;V;00002;V;00003;V;00015;V;00003;V;00001;V;00001;V;00001;V;00004;V;00002;V;00002;V;00002;V
28;079;4;7;28079004_7_8;2018;03;17;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00002;V;00002;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2018;03;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2018;03;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00018;V;00017;V;00021;V;00003;V;00007;V;00007;V;00005;V;00004;V;00003;V;00002;V;00002;V;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;20;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00001;V;00004;V;00015;V;00011;V;00011;V;00009;V;00005;V;00004;V;00002;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00001;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;21;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00026;V;00006;V;00004;V;00003;V;00004;V;00004;V;00002;V;00001;V;00001;V;00002;V;00002;V;00004;V;00003;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;22;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00013;V;00070;V;00137;V;00078;V;00029;V;00012;V;00011;V;00006;V;00002;V;00002;V;00001;V;00001;V;00001;V;00002;V;00004;V;00002;V;00005;V;00039;V
28;079;4;7;28079004_7_8;2018;03;23;00035;V;00019;V;00026;V;00013;V;00027;V;00007;V;00004;V;00053;V;00058;V;00079;V;00053;V;00008;V;00004;V;00002;V;00003;V;00002;V;00003;V;00002;V;00002;V;00003;V;00008;V;00006;V;00002;V;00001;V
28;079;4;7;28079004_7_8;2018;03;24;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;25;00001;V;00001;V;00000;N;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00002;V;00005;V;00003;V;00003;V;00001;V;00001;V
28;079;4;7;28079004_7_8;2018;03;26;00001;V;00001;V;00004;V;00008;V;00014;V;00015;V;00028;V;00114;V;00073;V;00040;V;00032;V;00019;V;00004;V;00002;V;00002;V;00003;V;00002;V;00002;V;00002;V;00004;V;00001;V;00002;V;00003;V;00012;V
28;079;4;7;28079004_7_8;2018;03;27;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00025;V;00038;V;00036;V;00012;V;00017;V;00018;V;00003;V;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00008;V;00018;V;00045;V;00044;V
